,count,mean,std,min,25%,50%,75%,max,skew,kurtosis
cnn_feat_33_min,1077.0,0.05969712883234024,0.006925368215888739,0.04305824637413025,0.05476072430610657,0.05946704000234604,0.06494936347007751,0.0822586938738823,0.061478275805711746,-0.48914435505867004
cnn_feat_33_max,1077.0,0.05969712883234024,0.006925368215888739,0.04305824637413025,0.05476072430610657,0.05946704000234604,0.06494936347007751,0.0822586938738823,0.061478275805711746,-0.48914435505867004
cnn_feat_34_mean,1077.0,0.0020091726910322905,0.004512883257120848,0.0,0.0,0.0,0.0008462677942588925,0.024469321593642235,2.583643674850464,6.071467399597168
cnn_feat_34_std,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_34_min,1077.0,0.0020091726910322905,0.004512883257120848,0.0,0.0,0.0,0.0008462677942588925,0.024469321593642235,2.583643674850464,6.071467399597168
cnn_feat_34_max,1077.0,0.0020091726910322905,0.004512883257120848,0.0,0.0,0.0,0.0008462677942588925,0.024469321593642235,2.583643674850464,6.071467399597168
cnn_feat_35_mean,1077.0,0.008442288264632225,0.005810042377561331,0.0,0.0028645088896155357,0.008137551136314869,0.013780277222394943,0.021979227662086487,0.19175441563129425,-1.2810910940170288
cnn_feat_35_std,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_35_min,1077.0,0.008442288264632225,0.005810042377561331,0.0,0.0028645088896155357,0.008137551136314869,0.013780277222394943,0.021979227662086487,0.19175441563129425,-1.2810910940170288
cnn_feat_35_max,1077.0,0.008442288264632225,0.005810042377561331,0.0,0.0028645088896155357,0.008137551136314869,0.013780277222394943,0.021979227662086487,0.19175441563129425,-1.2810910940170288
cnn_feat_36_mean,1077.0,0.01238777581602335,0.00863782037049532,0.0015015401877462864,0.0034617423079907894,0.011377760209143162,0.019742874428629875,0.0327945314347744,0.33174198865890503,-1.1697994470596313
cnn_feat_36_std,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_36_min,1077.0,0.01238777581602335,0.00863782037049532,0.0015015401877462864,0.0034617423079907894,0.011377760209143162,0.019742874428629875,0.0327945314347744,0.33174198865890503,-1.1697994470596313
cnn_feat_36_max,1077.0,0.01238777581602335,0.00863782037049532,0.0015015401877462864,0.0034617423079907894,0.011377760209143162,0.019742874428629875,0.0327945314347744,0.33174198865890503,-1.1697994470596313
cnn_feat_37_mean,1077.0,0.017535097897052765,0.018159940838813782,0.0,0.00020244400366209447,0.011920327320694923,0.032696519047021866,0.06148296967148781,0.6095755696296692,-0.9865193367004395
cnn_feat_37_std,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_37_min,1077.0,0.017535097897052765,0.018159940838813782,0.0,0.00020244400366209447,0.011920327320694923,0.032696519047021866,0.06148296967148781,0.6095755696296692,-0.9865193367004395
cnn_feat_37_max,1077.0,0.017535097897052765,0.018159940838813782,0.0,0.00020244400366209447,0.011920327320694923,0.032696519047021866,0.06148296967148781,0.6095755696296692,-0.9865193367004395
cnn_feat_38_mean,1077.0,0.0215302761644125,0.00747166620567441,0.0028082719072699547,0.01607138104736805,0.02098783105611801,0.02751615084707737,0.03931306302547455,0.05808468535542488,-0.78864586353302
cnn_feat_38_std,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_38_min,1077.0,0.0215302761644125,0.00747166620567441,0.0028082719072699547,0.01607138104736805,0.02098783105611801,0.02751615084707737,0.03931306302547455,0.05808468535542488,-0.78864586353302
cnn_feat_38_max,1077.0,0.0215302761644125,0.00747166620567441,0.0028082719072699547,0.01607138104736805,0.02098783105611801,0.02751615084707737,0.03931306302547455,0.05808468535542488,-0.78864586353302
cnn_feat_39_mean,1077.0,5.0581782318204205e-08,1.6599766468061716e-06,0.0,0.0,0.0,0.0,5.44765789527446e-05,32.817684173583984,1077.0
cnn_feat_39_std,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_39_min,1077.0,5.0581782318204205e-08,1.6599766468061716e-06,0.0,0.0,0.0,0.0,5.44765789527446e-05,32.817684173583984,1077.0
cnn_feat_39_max,1077.0,5.0581782318204205e-08,1.6599766468061716e-06,0.0,0.0,0.0,0.0,5.44765789527446e-05,32.817684173583984,1077.0
cnn_feat_40_mean,1077.0,0.010860358364880085,0.009819947183132172,0.0007447798270732164,0.0016680055996403098,0.008502616547048092,0.0179130882024765,0.04534120485186577,0.7828373908996582,-0.35924631357192993
cnn_feat_40_std,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_40_min,1077.0,0.010860358364880085,0.009819947183132172,0.0007447798270732164,0.0016680055996403098,0.008502616547048092,0.0179130882024765,0.04534120485186577,0.7828373908996582,-0.35924631357192993
cnn_feat_40_max,1077.0,0.010860358364880085,0.009819947183132172,0.0007447798270732164,0.0016680055996403098,0.008502616547048092,0.0179130882024765,0.04534120485186577,0.7828373908996582,-0.35924631357192993
